tomwhite,assignee,https://github.com/apache/parquet-java/issues/1403,I_kwDOATt8NM6NJZB4,PARQUET-9
julienledem,assignee,https://github.com/apache/parquet-java/issues/1404,I_kwDOATt8NM6NJZB_,PARQUET-10
rdblue,assignee,https://github.com/apache/parquet-java/issues/1419,I_kwDOATt8NM6NJZDE,PARQUET-18
matt-martin,assignee,https://github.com/apache/parquet-java/issues/1388,I_kwDOATt8NM6NJZAr,PARQUET-19
tomwhite,assignee,https://github.com/apache/parquet-java/issues/1427,I_kwDOATt8NM6NJZDi,PARQUET-21
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1428,I_kwDOATt8NM6NJZDp,PARQUET-22
rdblue,assignee,https://github.com/apache/parquet-java/issues/1430,I_kwDOATt8NM6NJZD4,PARQUET-23
sryza,assignee,https://github.com/apache/parquet-java/issues/1437,I_kwDOATt8NM6NJZEr,PARQUET-25
rdblue,assignee,https://github.com/apache/parquet-java/issues/1440,I_kwDOATt8NM6NJZE5,PARQUET-26
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1466,I_kwDOATt8NM6NJZHD,PARQUET-39
chenjunjiedada,assignee,https://github.com/apache/parquet-java/issues/1468,I_kwDOATt8NM6NJZHP,PARQUET-41
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1476,I_kwDOATt8NM6NJZIS,PARQUET-47
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1478,I_kwDOATt8NM6NJZIX,PARQUET-48
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1483,I_kwDOATt8NM6NJZIq,PARQUET-49
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1487,I_kwDOATt8NM6NJZI-,PARQUET-50
julienledem,assignee,https://github.com/apache/parquet-java/issues/1395,I_kwDOATt8NM6NJZBO,PARQUET-52
scottjab,assignee,https://github.com/apache/parquet-java/issues/1500,I_kwDOATt8NM6NJZKE,PARQUET-56
brockn,assignee,https://github.com/apache/parquet-java/issues/1502,I_kwDOATt8NM6NJZKP,PARQUET-57
rdblue,assignee,https://github.com/apache/parquet-format/issues/264,I_kwDOATt8M86NJGMc,PARQUET-58
rdblue,assignee,https://github.com/apache/parquet-java/issues/1396,I_kwDOATt8NM6NJZBS,PARQUET-59
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1504,I_kwDOATt8NM6NJZKY,PARQUET-61
rdblue,assignee,https://github.com/apache/parquet-java/issues/1506,I_kwDOATt8NM6NJZKj,PARQUET-62
rdblue,assignee,https://github.com/apache/parquet-java/issues/1507,I_kwDOATt8NM6NJZKo,PARQUET-63
rdblue,assignee,https://github.com/apache/parquet-java/issues/1513,I_kwDOATt8NM6NJZLO,PARQUET-64
julienledem,assignee,https://github.com/apache/parquet-java/issues/1398,I_kwDOATt8NM6NJZBh,PARQUET-67
julienledem,assignee,https://github.com/apache/parquet-java/issues/1517,I_kwDOATt8NM6NJZLl,PARQUET-69
rdblue,assignee,https://github.com/apache/parquet-format/issues/262,I_kwDOATt8M86NJGMS,PARQUET-72
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1528,I_kwDOATt8NM6NJZMZ,PARQUET-73
zhenxiao,assignee,https://github.com/apache/parquet-java/issues/1531,I_kwDOATt8NM6NJZMp,PARQUET-74
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1532,I_kwDOATt8NM6NJZMq,PARQUET-75
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1533,I_kwDOATt8NM6NJZMz,PARQUET-76
jaltekruse,assignee,https://github.com/apache/parquet-java/issues/1534,I_kwDOATt8NM6NJZM5,PARQUET-77
julienledem,assignee,https://github.com/apache/parquet-format/issues/265,I_kwDOATt8M86NJGMj,PARQUET-79
julienledem,assignee,https://github.com/apache/parquet-java/issues/1536,I_kwDOATt8NM6NJZNE,PARQUET-80
rdblue,assignee,https://github.com/apache/parquet-java/issues/1540,I_kwDOATt8NM6NJZO8,PARQUET-82
rdblue,assignee,https://github.com/apache/parquet-java/issues/1542,I_kwDOATt8NM6NJZQa,PARQUET-83
julienledem,assignee,https://github.com/apache/parquet-java/issues/1544,I_kwDOATt8NM6NJZS7,PARQUET-84
julienledem,assignee,https://github.com/apache/parquet-format/issues/270,I_kwDOATt8M86NJGNA,PARQUET-85
julienledem,assignee,https://github.com/apache/parquet-java/issues/1545,I_kwDOATt8NM6NJZTV,PARQUET-86
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1546,I_kwDOATt8NM6NJZTm,PARQUET-87
rdblue,assignee,https://github.com/apache/parquet-java/issues/1557,I_kwDOATt8NM6NJZXP,PARQUET-89
julienledem,assignee,https://github.com/apache/parquet-java/issues/1564,I_kwDOATt8NM6NJZZu,PARQUET-90
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1572,I_kwDOATt8NM6NJZc-,PARQUET-92
matt-martin,assignee,https://github.com/apache/parquet-java/issues/1575,I_kwDOATt8NM6NJZdT,PARQUET-93
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1579,I_kwDOATt8NM6NJZdg,PARQUET-94
colinmarc,assignee,https://github.com/apache/parquet-java/issues/1581,I_kwDOATt8NM6NJZdp,PARQUET-96
phraktle,assignee,https://github.com/apache/parquet-java/issues/1582,I_kwDOATt8NM6NJZd0,PARQUET-97
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1584,I_kwDOATt8NM6NJZeN,PARQUET-99
julienledem,assignee,https://github.com/apache/parquet-java/issues/1405,I_kwDOATt8NM6NJZCB,PARQUET-101
julienledem,assignee,https://github.com/apache/parquet-java/issues/1589,I_kwDOATt8NM6NJZes,PARQUET-103
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1590,I_kwDOATt8NM6NJZet,PARQUET-104
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1406,I_kwDOATt8NM6NJZCE,PARQUET-105
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1591,I_kwDOATt8NM6NJZe2,PARQUET-106
rdblue,assignee,https://github.com/apache/parquet-java/issues/1594,I_kwDOATt8NM6NJZfH,PARQUET-107
dongc,assignee,https://github.com/apache/parquet-java/issues/1596,I_kwDOATt8NM6NJZfO,PARQUET-108
rdblue,assignee,https://github.com/apache/parquet-format/issues/275,I_kwDOATt8M86NJGNg,PARQUET-109
rdblue,assignee,https://github.com/apache/parquet-java/issues/1407,I_kwDOATt8NM6NJZCJ,PARQUET-111
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1603,I_kwDOATt8NM6NJZfv,PARQUET-112
rdblue,assignee,https://github.com/apache/parquet-java/issues/1604,I_kwDOATt8NM6NJZfx,PARQUET-113
brockn,assignee,https://github.com/apache/parquet-java/issues/1606,I_kwDOATt8NM6NJZgE,PARQUET-114
julienledem,assignee,https://github.com/apache/parquet-java/issues/1612,I_kwDOATt8NM6NJZgb,PARQUET-117
julienledem,assignee,https://github.com/apache/parquet-format/issues/278,I_kwDOATt8M86NJGN1,PARQUET-119
nongli,assignee,https://github.com/apache/parquet-java/issues/1613,I_kwDOATt8NM6NJZgg,PARQUET-120
tomwhite,assignee,https://github.com/apache/parquet-java/issues/1619,I_kwDOATt8NM6NJZgw,PARQUET-121
julienledem,assignee,https://github.com/apache/parquet-java/issues/1620,I_kwDOATt8NM6NJZg0,PARQUET-122
massie,assignee,https://github.com/apache/parquet-java/issues/1625,I_kwDOATt8NM6NJZhH,PARQUET-123
rdblue,assignee,https://github.com/apache/parquet-java/issues/1632,I_kwDOATt8NM6NJZhq,PARQUET-126
zhenxiao,assignee,https://github.com/apache/parquet-java/issues/1657,I_kwDOATt8NM6NJZjX,PARQUET-131
xerial,assignee,https://github.com/apache/parquet-format/issues/279,I_kwDOATt8M86NJGN4,PARQUET-133
masokan,assignee,https://github.com/apache/parquet-java/issues/1411,I_kwDOATt8NM6NJZCa,PARQUET-134
elifdd-zz,assignee,https://github.com/apache/parquet-java/issues/1659,I_kwDOATt8NM6NJZjt,PARQUET-135
rdblue,assignee,https://github.com/apache/parquet-java/issues/1667,I_kwDOATt8NM6NJZkb,PARQUET-139
jwills,assignee,https://github.com/apache/parquet-java/issues/1672,I_kwDOATt8NM6NJZkw,PARQUET-140
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1412,I_kwDOATt8NM6NJZCi,PARQUET-141
whoschek,assignee,https://github.com/apache/parquet-java/issues/1695,I_kwDOATt8NM6NJZmo,PARQUET-145
rdblue,assignee,https://github.com/apache/parquet-java/issues/1704,I_kwDOATt8NM6NJZnJ,PARQUET-150
saucam,assignee,https://github.com/apache/parquet-java/issues/1705,I_kwDOATt8NM6NJZnM,PARQUET-151
spena,assignee,https://github.com/apache/parquet-java/issues/1706,I_kwDOATt8NM6NJZnS,PARQUET-152
jimfcarroll,assignee,https://github.com/apache/parquet-java/issues/1710,I_kwDOATt8NM6NJZnn,PARQUET-157
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1714,I_kwDOATt8NM6NJZn9,PARQUET-162
dongc,assignee,https://github.com/apache/parquet-java/issues/1716,I_kwDOATt8NM6NJZoC,PARQUET-164
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1418,I_kwDOATt8NM6NJZC_,PARQUET-165
liancheng,assignee,https://github.com/apache/parquet-java/issues/1719,I_kwDOATt8NM6NJZoS,PARQUET-168
majetideepak,assignee,https://github.com/apache/arrow/issues/42251,I_kwDOAxgDSc6NJXE9,PARQUET-169
Fokko,assignee,https://github.com/apache/parquet-java/issues/1720,I_kwDOATt8NM6NJZoW,PARQUET-170
rdblue,assignee,https://github.com/apache/parquet-java/issues/1722,I_kwDOATt8NM6NJZoe,PARQUET-172
liancheng,assignee,https://github.com/apache/parquet-java/issues/1723,I_kwDOATt8NM6NJZoi,PARQUET-173
laurentgo,assignee,https://github.com/apache/parquet-java/issues/1724,I_kwDOATt8NM6NJZol,PARQUET-174
lukasnalezenec,assignee,https://github.com/apache/parquet-java/issues/1725,I_kwDOATt8NM6NJZos,PARQUET-175
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1727,I_kwDOATt8NM6NJZoz,PARQUET-177
rdblue,assignee,https://github.com/apache/parquet-format/issues/281,I_kwDOATt8M86NJGOE,PARQUET-178
elifdd-zz,assignee,https://github.com/apache/parquet-java/issues/1728,I_kwDOATt8NM6NJZo3,PARQUET-179
colinmarc,assignee,https://github.com/apache/parquet-java/issues/1420,I_kwDOATt8NM6NJZDI,PARQUET-181
rdblue,assignee,https://github.com/apache/parquet-java/issues/1732,I_kwDOATt8NM6NJZpR,PARQUET-184
rdblue,assignee,https://github.com/apache/parquet-format/issues/263,I_kwDOATt8M86NJGMZ,PARQUET-185
rdblue,assignee,https://github.com/apache/parquet-java/issues/1733,I_kwDOATt8NM6NJZpX,PARQUET-186
colinmarc,assignee,https://github.com/apache/parquet-java/issues/1421,I_kwDOATt8NM6NJZDM,PARQUET-187
rdblue,assignee,https://github.com/apache/parquet-java/issues/1734,I_kwDOATt8NM6NJZpd,PARQUET-188
rdblue,assignee,https://github.com/apache/parquet-java/issues/1737,I_kwDOATt8NM6NJZpw,PARQUET-191
rdblue,assignee,https://github.com/apache/parquet-java/issues/1738,I_kwDOATt8NM6NJZp3,PARQUET-192
rdblue,assignee,https://github.com/apache/parquet-java/issues/1739,I_kwDOATt8NM6NJZqE,PARQUET-193
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1423,I_kwDOATt8NM6NJZDW,PARQUET-197
Antwnis,assignee,https://github.com/apache/parquet-java/issues/1743,I_kwDOATt8NM6NJZqt,PARQUET-198
dongc,assignee,https://github.com/apache/parquet-java/issues/1744,I_kwDOATt8NM6NJZqz,PARQUET-199
rdblue,assignee,https://github.com/apache/parquet-format/issues/286,I_kwDOATt8M86NJGOb,PARQUET-200
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1745,I_kwDOATt8NM6NJZq1,PARQUET-201
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1746,I_kwDOATt8NM6NJZrC,PARQUET-202
nevillelyh,assignee,https://github.com/apache/parquet-java/issues/1424,I_kwDOATt8NM6NJZDZ,PARQUET-203
nevillelyh,assignee,https://github.com/apache/parquet-java/issues/1747,I_kwDOATt8NM6NJZrM,PARQUET-204
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1749,I_kwDOATt8NM6NJZrW,PARQUET-206
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1751,I_kwDOATt8NM6NJZrf,PARQUET-208
nevillelyh,assignee,https://github.com/apache/parquet-java/issues/1752,I_kwDOATt8NM6NJZrk,PARQUET-210
rdblue,assignee,https://github.com/apache/parquet-java/issues/1426,I_kwDOATt8NM6NJZDg,PARQUET-211
rdblue,assignee,https://github.com/apache/parquet-java/issues/1753,I_kwDOATt8NM6NJZrp,PARQUET-212
rdblue,assignee,https://github.com/apache/parquet-java/issues/1755,I_kwDOATt8NM6NJZrw,PARQUET-214
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1758,I_kwDOATt8NM6NJZr5,PARQUET-217
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1761,I_kwDOATt8NM6NJZsK,PARQUET-220
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1429,I_kwDOATt8NM6NJZDx,PARQUET-223
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1767,I_kwDOATt8NM6NJZs0,PARQUET-227
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1769,I_kwDOATt8NM6NJZs8,PARQUET-229
rdblue,assignee,https://github.com/apache/parquet-java/issues/1770,I_kwDOATt8NM6NJZtC,PARQUET-230
ffabbri4,assignee,https://github.com/apache/arrow/issues/42258,I_kwDOAxgDSc6NJXF9,PARQUET-232
nongli,assignee,https://github.com/apache/parquet-java/issues/1772,I_kwDOATt8NM6NJZtU,PARQUET-233
rdblue,assignee,https://github.com/apache/parquet-java/issues/1773,I_kwDOATt8NM6NJZtX,PARQUET-234
rdblue,assignee,https://github.com/apache/parquet-java/issues/1774,I_kwDOATt8NM6NJZtr,PARQUET-235
rdblue,assignee,https://github.com/apache/parquet-java/issues/1776,I_kwDOATt8NM6NJZum,PARQUET-237
rdblue,assignee,https://github.com/apache/parquet-java/issues/1777,I_kwDOATt8NM6NJZup,PARQUET-239
colinmarc,assignee,https://github.com/apache/parquet-format/issues/289,I_kwDOATt8M86NJGOp,PARQUET-240
mingyukim,assignee,https://github.com/apache/parquet-java/issues/1778,I_kwDOATt8NM6NJZuy,PARQUET-241
rdblue,assignee,https://github.com/apache/parquet-java/issues/1779,I_kwDOATt8NM6NJZu6,PARQUET-242
rdblue,assignee,https://github.com/apache/parquet-java/issues/1780,I_kwDOATt8NM6NJZu-,PARQUET-243
rdblue,assignee,https://github.com/apache/parquet-java/issues/1432,I_kwDOATt8NM6NJZEE,PARQUET-245
kostya-sh,assignee,https://github.com/apache/parquet-java/issues/1782,I_kwDOATt8NM6NJZvK,PARQUET-246
dongc,assignee,https://github.com/apache/parquet-java/issues/1783,I_kwDOATt8NM6NJZvW,PARQUET-247
rdblue,assignee,https://github.com/apache/parquet-java/issues/1784,I_kwDOATt8NM6NJZvb,PARQUET-248
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1433,I_kwDOATt8NM6NJZEM,PARQUET-251
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1787,I_kwDOATt8NM6NJZvn,PARQUET-252
liancheng,assignee,https://github.com/apache/parquet-java/issues/1788,I_kwDOATt8NM6NJZvu,PARQUET-253
liancheng,assignee,https://github.com/apache/parquet-java/issues/1789,I_kwDOATt8NM6NJZvw,PARQUET-254
liancheng,assignee,https://github.com/apache/parquet-format/issues/292,I_kwDOATt8M86NJGO7,PARQUET-255
Fokko,assignee,https://github.com/apache/parquet-java/issues/1791,I_kwDOATt8NM6NJZv6,PARQUET-257
kalaxy,assignee,https://github.com/apache/arrow/issues/42261,I_kwDOAxgDSc6NJXHw,PARQUET-259
jfarrell,assignee,https://github.com/apache/parquet-java/issues/1793,I_kwDOATt8NM6NJZwA,PARQUET-260
rdblue,assignee,https://github.com/apache/parquet-java/issues/1795,I_kwDOATt8NM6NJZwD,PARQUET-262
rdblue,assignee,https://github.com/apache/parquet-java/issues/1796,I_kwDOATt8NM6NJZwI,PARQUET-263
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1797,I_kwDOATt8NM6NJZwO,PARQUET-264
rdblue,assignee,https://github.com/apache/parquet-java/issues/1798,I_kwDOATt8NM6NJZwR,PARQUET-265
kalaxy,assignee,https://github.com/apache/arrow/issues/42263,I_kwDOAxgDSc6NJXIf,PARQUET-267
rdblue,assignee,https://github.com/apache/parquet-java/issues/1800,I_kwDOATt8NM6NJZwf,PARQUET-268
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1801,I_kwDOATt8NM6NJZwo,PARQUET-269
w3iBStime,assignee,https://github.com/apache/parquet-java/issues/1802,I_kwDOATt8NM6NJZwp,PARQUET-270
w3iBStime,assignee,https://github.com/apache/parquet-java/issues/1803,I_kwDOATt8NM6NJZws,PARQUET-271
benpence,assignee,https://github.com/apache/parquet-java/issues/1804,I_kwDOATt8NM6NJZww,PARQUET-272
benpence,assignee,https://github.com/apache/parquet-java/issues/1805,I_kwDOATt8NM6NJZwz,PARQUET-274
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1806,I_kwDOATt8NM6NJZw7,PARQUET-275
benpence,assignee,https://github.com/apache/parquet-java/issues/1435,I_kwDOATt8NM6NJZEk,PARQUET-276
wesm,assignee,https://github.com/apache/arrow/issues/42264,I_kwDOAxgDSc6NJXJv,PARQUET-277
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1807,I_kwDOATt8NM6NJZxE,PARQUET-278
julienledem,assignee,https://github.com/apache/parquet-java/issues/1809,I_kwDOATt8NM6NJZxR,PARQUET-280
dongc,assignee,https://github.com/apache/parquet-java/issues/1810,I_kwDOATt8NM6NJZxX,PARQUET-281
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1811,I_kwDOATt8NM6NJZxa,PARQUET-283
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1812,I_kwDOATt8NM6NJZxe,PARQUET-284
rdblue,assignee,https://github.com/apache/parquet-java/issues/1813,I_kwDOATt8NM6NJZxp,PARQUET-285
rdblue,assignee,https://github.com/apache/parquet-java/issues/1814,I_kwDOATt8NM6NJZxx,PARQUET-286
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1815,I_kwDOATt8NM6NJZx7,PARQUET-287
rdblue,assignee,https://github.com/apache/parquet-java/issues/1817,I_kwDOATt8NM6NJZyB,PARQUET-289
rdblue,assignee,https://github.com/apache/parquet-java/issues/1818,I_kwDOATt8NM6NJZyH,PARQUET-290
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1820,I_kwDOATt8NM6NJZyQ,PARQUET-292
rdblue,assignee,https://github.com/apache/parquet-java/issues/1822,I_kwDOATt8NM6NJZyY,PARQUET-296
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1824,I_kwDOATt8NM6NJZyi,PARQUET-298
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1439,I_kwDOATt8NM6NJZE1,PARQUET-299
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1825,I_kwDOATt8NM6NJZyk,PARQUET-300
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1828,I_kwDOATt8NM6NJZyz,PARQUET-303
rdblue,assignee,https://github.com/apache/parquet-java/issues/1830,I_kwDOATt8NM6NJZy6,PARQUET-305
rdblue,assignee,https://github.com/apache/parquet-java/issues/1831,I_kwDOATt8NM6NJZzA,PARQUET-306
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1832,I_kwDOATt8NM6NJZzH,PARQUET-307
rdblue,assignee,https://github.com/apache/parquet-java/issues/1833,I_kwDOATt8NM6NJZzJ,PARQUET-308
kostya-sh,assignee,https://github.com/apache/parquet-java/issues/1834,I_kwDOATt8NM6NJZzO,PARQUET-309
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1835,I_kwDOATt8NM6NJZzW,PARQUET-310
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1836,I_kwDOATt8NM6NJZzY,PARQUET-311
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1838,I_kwDOATt8NM6NJZzi,PARQUET-313
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1443,I_kwDOATt8NM6NJZFB,PARQUET-314
spena,assignee,https://github.com/apache/parquet-java/issues/1839,I_kwDOATt8NM6NJZzk,PARQUET-315
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1840,I_kwDOATt8NM6NJZzn,PARQUET-316
stshe,assignee,https://github.com/apache/parquet-java/issues/1841,I_kwDOATt8NM6NJZzu,PARQUET-317
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1842,I_kwDOATt8NM6NJZzx,PARQUET-318
chenjunjiedada,assignee,https://github.com/apache/parquet-format/issues/299,I_kwDOATt8M86NJGPn,PARQUET-319
rdblue,assignee,https://github.com/apache/parquet-java/issues/1444,I_kwDOATt8NM6NJZFK,PARQUET-320
rdblue,assignee,https://github.com/apache/parquet-java/issues/1843,I_kwDOATt8NM6NJZz4,PARQUET-321
jkukul,assignee,https://github.com/apache/parquet-format/issues/300,I_kwDOATt8M86NJGPt,PARQUET-322
lekv,assignee,https://github.com/apache/parquet-format/issues/301,I_kwDOATt8M86NJGPy,PARQUET-323
tfriedr,assignee,https://github.com/apache/parquet-java/issues/1844,I_kwDOATt8NM6NJZz5,PARQUET-324
rdblue,assignee,https://github.com/apache/parquet-java/issues/1845,I_kwDOATt8NM6NJZ0A,PARQUET-325
tomwhite,assignee,https://github.com/apache/parquet-java/issues/1445,I_kwDOATt8NM6NJZFP,PARQUET-327
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1848,I_kwDOATt8NM6NJZ0Q,PARQUET-329
SinghAsDev,assignee,https://github.com/apache/parquet-java/issues/1849,I_kwDOATt8NM6NJZ0Z,PARQUET-330
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1850,I_kwDOATt8NM6NJZ0e,PARQUET-331
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1852,I_kwDOATt8NM6NJZ0p,PARQUET-333
tfriedr,assignee,https://github.com/apache/parquet-java/issues/1853,I_kwDOATt8NM6NJZ0s,PARQUET-334
rdblue,assignee,https://github.com/apache/parquet-java/issues/1854,I_kwDOATt8NM6NJZ0y,PARQUET-335
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1855,I_kwDOATt8NM6NJZ06,PARQUET-336
jaked,assignee,https://github.com/apache/parquet-java/issues/1856,I_kwDOATt8NM6NJZ1B,PARQUET-337
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1448,I_kwDOATt8NM6NJZFc,PARQUET-338
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1857,I_kwDOATt8NM6NJZ1F,PARQUET-339
Zariel,assignee,https://github.com/apache/parquet-java/issues/1858,I_kwDOATt8NM6NJZ1P,PARQUET-340
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1859,I_kwDOATt8NM6NJZ1V,PARQUET-341
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1449,I_kwDOATt8NM6NJZFj,PARQUET-342
tsdeng,assignee,https://github.com/apache/parquet-java/issues/1860,I_kwDOATt8NM6NJZ1Z,PARQUET-343
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1862,I_kwDOATt8NM6NJZ1k,PARQUET-345
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1863,I_kwDOATt8NM6NJZ1n,PARQUET-346
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1865,I_kwDOATt8NM6NJZ1u,PARQUET-348
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1866,I_kwDOATt8NM6NJZ1x,PARQUET-349
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1867,I_kwDOATt8NM6NJZ11,PARQUET-350
rdblue,assignee,https://github.com/apache/parquet-java/issues/1451,I_kwDOATt8NM6NJZFq,PARQUET-352
nitin2goyal,assignee,https://github.com/apache/parquet-java/issues/1869,I_kwDOATt8NM6NJZ2B,PARQUET-353
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1871,I_kwDOATt8NM6NJZ2K,PARQUET-355
rdblue,assignee,https://github.com/apache/parquet-java/issues/1872,I_kwDOATt8NM6NJZ2P,PARQUET-356
nandorKollar,assignee,https://github.com/apache/parquet-java/issues/1873,I_kwDOATt8NM6NJZ2R,PARQUET-357
rdblue,assignee,https://github.com/apache/parquet-java/issues/1874,I_kwDOATt8NM6NJZ2W,PARQUET-358
liancheng,assignee,https://github.com/apache/parquet-java/issues/1875,I_kwDOATt8NM6NJZ2Z,PARQUET-359
nezihyigitbasi,assignee,https://github.com/apache/parquet-java/issues/1876,I_kwDOATt8NM6NJZ2f,PARQUET-360
rdblue,assignee,https://github.com/apache/parquet-java/issues/1877,I_kwDOATt8NM6NJZ2j,PARQUET-361
rdblue,assignee,https://github.com/apache/parquet-java/issues/1879,I_kwDOATt8NM6NJZ2r,PARQUET-363
rdblue,assignee,https://github.com/apache/parquet-java/issues/1880,I_kwDOATt8NM6NJZ2x,PARQUET-364
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1882,I_kwDOATt8NM6NJZ3E,PARQUET-366
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1883,I_kwDOATt8NM6NJZ3I,PARQUET-367
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1884,I_kwDOATt8NM6NJZ3N,PARQUET-368
rdblue,assignee,https://github.com/apache/parquet-format/issues/302,I_kwDOATt8M86NJGP9,PARQUET-369
julienledem,assignee,https://github.com/apache/parquet-format/issues/303,I_kwDOATt8M86NJGQF,PARQUET-371
rdblue,assignee,https://github.com/apache/parquet-java/issues/1454,I_kwDOATt8NM6NJZF8,PARQUET-372
rdblue,assignee,https://github.com/apache/parquet-java/issues/1886,I_kwDOATt8NM6NJZ3T,PARQUET-373
zhenxiao,assignee,https://github.com/apache/parquet-java/issues/1887,I_kwDOATt8NM6NJZ3Z,PARQUET-374
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1889,I_kwDOATt8NM6NJZ3i,PARQUET-376
spena,assignee,https://github.com/apache/parquet-java/issues/1891,I_kwDOATt8NM6NJZ3o,PARQUET-378
liancheng,assignee,https://github.com/apache/parquet-java/issues/1456,I_kwDOATt8NM6NJZGE,PARQUET-379
rdblue,assignee,https://github.com/apache/parquet-java/issues/1892,I_kwDOATt8NM6NJZ3q,PARQUET-380
isnotinvain,assignee,https://github.com/apache/parquet-java/issues/1893,I_kwDOATt8NM6NJZ3y,PARQUET-381
rdblue,assignee,https://github.com/apache/parquet-java/issues/1894,I_kwDOATt8NM6NJZ35,PARQUET-382
danielcweeks,assignee,https://github.com/apache/parquet-java/issues/1896,I_kwDOATt8NM6NJZ4D,PARQUET-384
liancheng,assignee,https://github.com/apache/parquet-java/issues/1897,I_kwDOATt8NM6NJZ4L,PARQUET-385
gszadovszky,assignee,https://github.com/apache/parquet-java/issues/1457,I_kwDOATt8NM6NJZGK,PARQUET-386
rdblue,assignee,https://github.com/apache/parquet-java/issues/1898,I_kwDOATt8NM6NJZ4Q,PARQUET-387
sircodesalotOfTheRound,assignee,https://github.com/apache/parquet-java/issues/1899,I_kwDOATt8NM6NJZ4V,PARQUET-388
rdblue,assignee,https://github.com/apache/parquet-java/issues/1900,I_kwDOATt8NM6NJZ4a,PARQUET-389
julienledem,assignee,https://github.com/apache/parquet-java/issues/1903,I_kwDOATt8NM6NJZ4n,PARQUET-392
